Number of numbers:	1000	1250	1500	1750	2000	2250	2500	2750	3000	3250	3500	3750	4000	4250	4500	4750	5000	5250	5500	5750	6000	6250	6500	6750	7000	7250	7500	7750	8000	8250	8500	8750	9000	9250	9500	9750	
2-ary:	0.2395277000000533	0.30407700000023397	0.3578176999999414	0.41174380000029487	0.4990287000000535	0.5759760999999344	0.6310241999999562	0.6921526000000995	0.7456151000001228	0.8142221000002792	0.8747610999998869	0.9540555000003224	1.0106762000000344	1.058748000000378	1.131141000000298	1.1902454000000944	1.271893000000091	1.3596872000002804	1.4479025999999067	1.4319769999997334	1.535059999999703	1.61706920000006	1.6648161999996773	1.735982800000329	1.889918100000159	1.8659357999999884	2.0276911999999356	2.004141299999901	2.0720806000003904	2.1376267000000553	2.4005283000001327	2.4465869999999086	2.386335700000018	2.401826099999653	2.556915499999832	2.893101199999819	
3-ary:	0.18152259999988019	0.22366110000029948	0.2774802999997519	0.32124709999970946	0.3860708000001978	0.4153762999999344	0.45675070000015694	0.5141819999998916	0.5623113999999987	0.5907557999998971	0.6545344000001023	0.7090590999996493	0.7257185000003119	0.7890351000000919	0.8609542999997757	0.9015388000002531	0.9374648000002708	1.0022292999997262	1.041845999999623	1.0910225000002356	1.1895816999999624	1.3355336999998144	1.2212257999999565	1.3308344999995825	1.374438100000134	1.4155846000003294	1.4503865000001497	1.463377799999762	1.5412508999997954	1.6060914999998204	1.7349543000000267	1.6916838000001917	1.7865907000000334	1.835778599999685	1.9741543000000092	1.9956136999999217	
4-ary:	0.15654100000028848	0.20174479999968753	0.24119020000034652	0.28694809999979043	0.3366455999998834	0.359645399999863	0.4065312999996422	0.4403056999999535	0.4937497999999323	0.5312942000000476	0.572417900000346	0.6260160000001633	0.6723848999999973	0.6981357999998181	0.7449673000000985	0.783415999999761	0.8164669000002505	0.8862864000002446	0.9175875999999334	0.9408004000001711	1.0145002999997814	1.048508600000332	1.060213400000066	1.1078824999999597	1.2493453000001864	1.2051853000002666	1.2468472000000475	1.3075659999999516	1.3244105999997373	1.4005621000001156	1.4889732000001459	1.5007157000000007	1.4901002999999946	1.6404225999999653	1.6335306000000855	1.6933235999999852	
