Number of words:	1000	2000	3000	4000	5000	6000	7000	8000	9000	10000	
Naive Algorithm:	0.07193760000154725	0.08007790000192472	0.11816370000087772	0.15755780000108643	0.18843749999723514	0.22255020000011427	0.2714893000011216	0.32577889999811305	0.345288000000437	0.3957274000022153	
Knuth-Morris-Pratt Algorithm:	0.08153029999812134	0.16599789999963832	0.18265690000043833	0.2587324999985867	0.32136030000037863	0.3772540999998455	0.4346971000013582	0.5098105999968539	0.5585530000025756	0.6453478000003088	
Karp-Rabin Algorithm:	0.2206421999981103	0.39084379999985686	0.588319300000876	0.8066629000022658	1.0483426000027976	1.3560169000011228	1.454111600000033	1.6710515999984636	1.8222419999983686	2.022241999999096	
